Date,Open,High,Low,Close,Volume
2021-04-27,3615.57,3627.91,3587.63,3600.6,62158585588
2021-04-28,3608.89,3613.11,3559.39,3578.12,74155891194
2021-04-29,3609.38,3615.34,3565.58,3571.05,68315324179
2021-04-30,3574.03,3583.22,3536.7,3544,76056090836
2021-05-04,3557.62,3594.69,3556.08,3577.21,146053217496
2021-05-05,3602.17,3643.56,3601.96,3643.56,78675084968
2021-05-06,3636.71,3661.28,3634.78,3658.27,39641352480
2021-05-07,3678.19,3688.81,3667.86,3682.69,58448350839
2021-05-10,3684.18,3713.49,3675.13,3694.78,66653324778
2021-05-11,3644.29,3658.74,3625.97,3652.05,89559727102
2021-05-12,3659.63,3674.35,3645.66,3654.14,89044020246
2021-05-13,3634.18,3647.27,3601.6,3637.38,81478958320
2021-05-14,3654.73,3658.21,3623.73,3637.6,57284115579
2021-05-17,3645.13,3658.78,3618.75,3639.61,107646832640
2021-05-18,3670.16,3700.19,3670.16,3687.96,221680411702
2021-05-19,3693.82,3693.82,3619.71,3634.76,349520876534
2021-05-20,3650.07,3658.27,3603.4,3636.16,147446217755
2021-05-21,3637.5,3667.74,3622.58,3660.48,86770160839
2021-05-24,3665.96,3674.13,3652.89,3662.51,55313385237
2021-05-25,3682.42,3693.39,3673.09,3686.76,47198488162
2021-05-26,3695.29,3717.33,3695.29,3711.05,174675191419
2021-05-27,3708.77,3738.68,3694.59,3738.68,196720418637
2021-05-28,3750.46,3750.55,3724.96,3730.55,56835808904
2021-05-31,3713.99,3731.03,3713.99,3721.63,41348706070
2021-06-01,3739.57,3784.25,3739.57,3764.59,103739829175
2021-06-02,3771.32,3817.68,3769.47,3817.68,62204780671
2021-06-03,3833.77,3837.73,3779.07,3805.45,62092651499
2021-06-04,3805.94,3816.24,3767.37,3807.43,80787894767
2021-06-07,3807.96,3827.33,3794.71,3822.21,34562259492
2021-06-08,3819.52,3832.93,3799.47,3807.43,78891271695
2021-06-09,3821.8,3843.41,3806.26,3843.28,79286142269
2021-06-10,3835.21,3847.64,3822.01,3827.71,53492061175
2021-06-11,3838.98,3849.32,3828.62,3841.53,47678170561
2021-06-14,3845.81,3862.39,3843.04,3860.18,32104638724
2021-06-15,3864.36,3865.2,3819.64,3822.4,59778768609
2021-06-16,3821.45,3836.91,3803.63,3829.67,74258264630
2021-06-17,3807.32,3831.89,3801.98,3819.07,63216239740
2021-06-18,3809.99,3812.12,3776.3,3802.95,77088774068
2021-06-21,3797.23,3816.85,3786.64,3813.45,60730042942
2021-06-22,3831.61,3835.86,3809.71,3821.68,40345057327
2021-06-23,3836.12,3847.22,3820.5,3837.15,30887636009
2021-06-24,3833.73,3839.62,3800.5,3823.44,55039086622
2021-06-25,3818.97,3833.32,3805.7,3831.84,23454148208
2021-06-28,3833.72,3852.83,3822.85,3825.57,59159960265
2021-06-29,3817.72,3821.59,3768.24,3790.85,54650230023
2021-06-30,3799.42,3847.3,3779.59,3841.85,78402181577
2021-07-01,3843.28,3879.4,3843.28,3858.32,43281777744
2021-07-02,3853.81,3877.11,3843.9,3865.42,23626689155
2021-07-05,3874.81,3882.59,3863.09,3882.59,67634315022
2021-07-06,3896.82,3915,3878.79,3884.3,68287634987
2021-07-07,3881.88,3912.39,3879.72,3895.1,53226846836
2021-07-08,3882.15,3883.47,3839.4,3861.08,48719342618
2021-07-09,3865.62,3874.96,3851.66,3855.31,36181709188
2021-07-12,3864.26,3882.51,3848.45,3875.61,33381825167
2021-07-13,3888.32,3891.54,3852.62,3877.03,38839647386
2021-07-14,3851.16,3862.37,3829.91,3832.85,45208202293
2021-07-15,3826.45,3832.3,3789.78,3799.97,44263259750
2021-07-16,3795.03,3811.84,3756.75,3770.15,36388183604
2021-07-19,3743.97,3744.27,3679.96,3693.42,67188435195
2021-07-20,3707.23,3718.97,3679.7,3704.4,39563742761
2021-07-21,3718.92,3738.1,3701.95,3722.96,26863477324
2021-07-22,3746.35,3758.3,3725.34,3754.44,31220491642
2021-07-23,3760.33,3767.4,3725.26,3734.54,26416306578
2021-07-26,3724.2,3755.52,3710.14,3750.1,34344023933
2021-07-27,3756.79,3762.89,3733.1,3733.1,49036573479
2021-07-28,3747.25,3782.28,3744.54,3782.28,64271726245
2021-07-29,3794.4,3806.83,3789.57,3804.33,61256202697
2021-07-30,3789.33,3793.4,3759.83,3771.58,81733743726
2021-08-02,3791.22,3801.22,3782.25,3788.1,56682724095
2021-08-03,3782.41,3797.3,3772.22,3793.69,36484710885
2021-08-04,3808.44,3814.63,3795.97,3810.62,29722286680
2021-08-05,3803.91,3833.81,3801.76,3833.75,43017246837
2021-08-06,3836.49,3837.35,3802.44,3805.36,46261400416
2021-08-09,3795.48,3839.59,3790.74,3835.11,62033819476
2021-08-10,3847.12,3867.09,3843.42,3862.32,60024310204
2021-08-11,3875.23,3886.37,3856.98,3877.37,69883823622
2021-08-12,3879.01,3897.6,3877.34,3888.86,60716576061
2021-08-13,3882.62,3894.9,3867.16,3873,35683357809
2021-08-16,3862.32,3895.9,3856.47,3895.31,32254789095
2021-08-17,3893.85,3943.57,3893.49,3943.01,53820837162
2021-08-18,3948.43,3949.07,3912.78,3925.17,38066944157
2021-08-19,3883.2,3883.42,3841.15,3853.98,68620728242
2021-08-20,3868.79,3871.26,3826.27,3832.7,45293996942
2021-08-23,3861.99,3884.51,3856.21,3883.01,23514388184
2021-08-24,3897.56,3904.99,3864.37,3888.87,39417085148
2021-08-25,3891.8,3894.5,3868.64,3886.64,27631941007
2021-08-26,3876.99,3876.99,3839.79,3851.57,31943627636
2021-08-27,3864.11,3887.38,3844.51,3887.38,34768294007
2021-08-30,3900.96,3928.5,3900.96,3928.5,53182508374
2021-08-31,3934.1,3938.68,3904.72,3918.96,74160994886
2021-09-01,3924.32,3972.11,3924.32,3971.02,41841530354
2021-09-02,3983.68,3993.5,3968.21,3990.77,40472072838
2021-09-03,3976.62,4001.7,3965.44,4001.7,47320711968
2021-09-06,4004.61,4028.25,4003.49,4028.25,70797811689
2021-09-07,4036.41,4042.99,4004.9,4010.16,57440534874
2021-09-08,4015.35,4029.86,3984.78,4017.37,53630603508
2021-09-09,4007.82,4009.66,3982.6,3993.56,49439481148
2021-09-10,3993.53,4008.02,3988.22,4002.66,37874927849
2021-09-13,4012.97,4041.16,4001.81,4041.16,32176864057
2021-09-14,4051.81,4061.67,4038.76,4055.7,47721362631
2021-09-15,4059.08,4081.54,4049.93,4065.53,59758640155
2021-09-16,4069.19,4073.72,4028.87,4045.1,43770841378
2021-09-17,4043.51,4054.38,4013.62,4035.17,43302300826
2021-09-20,3988.45,3991.22,3955.19,3969.61,49887928456
2021-09-21,3980.02,3994.56,3962.05,3970.48,44547666616
2021-09-22,4001.79,4032.3,3999.82,4030.98,47153881078
2021-09-23,4051.36,4058.15,4020.5,4052.14,39810314968
2021-09-24,4055.37,4057.09,4017.2,4038.23,26641654556
