"Date,""Price"",""Open"",""High"",""Low"",""Vol."",""Change %"""
"06/15/2023,""686.69"",""686.69"",""690.60"",""684.16"","""",""0.23%"""
"06/14/2023,""685.11"",""685.11"",""691.18"",""678.99"","""",""-0.77%"""
"06/13/2023,""690.42"",""690.42"",""690.79"",""684.29"","""",""0.85%"""
"06/12/2023,""684.63"",""684.63"",""685.31"",""682.80"","""",""0.19%"""
"06/09/2023,""683.34"",""683.34"",""686.44"",""682.03"","""",""-0.43%"""
"06/08/2023,""686.30"",""686.30"",""686.30"",""680.17"","""",""0.68%"""
"06/07/2023,""681.64"",""681.64"",""681.90"",""679.58"","""",""0.21%"""
"06/06/2023,""680.23"",""680.23"",""684.38"",""680.23"","""",""-0.50%"""
"06/05/2023,""683.65"",""683.65"",""684.70"",""673.67"","""",""1.48%"""
"06/02/2023,""673.67"",""673.67"",""674.88"",""670.11"","""",""0.23%"""
"06/01/2023,""672.12"",""672.12"",""672.44"",""665.81"","""",""0.82%"""
"05/31/2023,""666.63"",""666.63"",""667.13"",""665.68"","""",""0.06%"""
"05/30/2023,""666.25"",""666.25"",""667.53"",""660.59"","""",""0.83%"""
"05/29/2023,""660.77"",""660.77"",""663.38"",""659.56"","""",""-0.39%"""
"05/26/2023,""663.38"",""663.38"",""664.99"",""662.16"","""",""-0.10%"""
"05/25/2023,""664.02"",""664.02"",""665.00"",""661.82"","""",""0.33%"""
"05/23/2023,""661.82"",""661.82"",""661.97"",""655.44"","""",""0.81%"""
"05/22/2023,""656.47"",""656.47"",""661.06"",""654.93"","""",""-0.08%"""
"05/19/2023,""657.00"",""657.00"",""658.97"",""641.72"","""",""2.38%"""
"05/18/2023,""641.72"",""641.72"",""642.69"",""629.27"","""",""0.50%"""
"05/17/2023,""638.54"",""638.54"",""639.49"",""637.44"","""",""0.06%"""
"05/16/2023,""638.18"",""638.18"",""641.94"",""635.39"","""",""0.44%"""
"05/15/2023,""635.39"",""635.39"",""637.42"",""624.59"","""",""0.96%"""
"05/12/2023,""629.36"",""629.36"",""634.31"",""628.46"","""",""-0.33%"""
"05/11/2023,""631.43"",""631.43"",""631.43"",""621.67"","""",""1.57%"""
"05/10/2023,""621.67"",""621.67"",""625.20"",""617.95"","""",""0.60%"""
"05/09/2023,""617.95"",""617.95"",""618.00"",""609.71"","""",""0.66%"""
"05/05/2023,""613.91"",""613.91"",""614.07"",""612.46"","""",""0.03%"""
"05/04/2023,""613.72"",""613.72"",""613.77"",""609.99"","""",""0.31%"""
"05/03/2023,""611.81"",""611.81"",""612.64"",""609.08"","""",""0.37%"""
"05/02/2023,""609.55"",""609.55"",""611.42"",""606.68"","""",""0.42%"""
"04/28/2023,""607.01"",""607.01"",""610.37"",""603.87"","""",""0.52%"""
"04/27/2023,""603.87"",""603.87"",""611.40"",""602.70"","""",""-0.91%"""
"04/26/2023,""609.40"",""609.40"",""610.08"",""605.47"","""",""-0.11%"""
"04/25/2023,""610.08"",""610.08"",""611.69"",""604.98"","""",""0.45%"""
"04/24/2023,""607.36"",""607.36"",""610.06"",""605.45"","""",""-0.26%"""
"04/21/2023,""608.95"",""608.95"",""615.45"",""606.96"","""",""-0.40%"""
"04/20/2023,""611.40"",""611.40"",""616.31"",""608.51"","""",""-0.80%"""
"04/19/2023,""616.31"",""616.31"",""617.77"",""605.22"","""",""-0.21%"""
"04/18/2023,""617.60"",""617.60"",""617.91"",""615.55"","""",""0.33%"""
"04/13/2023,""615.55"",""615.55"",""616.17"",""605.82"","""",""0.65%"""
"04/12/2023,""611.57"",""611.57"",""614.07"",""610.91"","""",""-0.21%"""
"04/11/2023,""612.84"",""612.84"",""617.79"",""610.92"","""",""0.29%"""
"04/06/2023,""611.07"",""611.07"",""613.25"",""605.60"","""",""0.10%"""
"04/05/2023,""610.43"",""610.43"",""613.12"",""609.00"","""",""-0.14%"""
"04/04/2023,""611.31"",""611.31"",""611.85"",""606.81"","""",""0.06%"""
"04/03/2023,""610.93"",""610.93"",""612.62"",""607.09"","""",""0.02%"""
"03/31/2023,""610.79"",""610.79"",""611.96"",""606.66"","""",""0.68%"""
"03/30/2023,""606.66"",""606.66"",""607.31"",""602.19"","""",""0.23%"""
"03/29/2023,""605.26"",""605.26"",""606.60"",""598.13"","""",""0.60%"""
"03/28/2023,""601.64"",""601.64"",""606.72"",""601.64"","""",""-0.55%"""
"03/27/2023,""604.98"",""604.98"",""604.98"",""598.40"","""",""0.61%"""
"03/24/2023,""601.32"",""601.32"",""602.79"",""598.74"","""",""-0.24%"""
"03/23/2023,""602.79"",""602.79"",""608.64"",""602.57"","""",""-0.79%"""
"03/22/2023,""607.58"",""607.58"",""607.99"",""600.38"","""",""0.81%"""
"03/21/2023,""602.69"",""602.69"",""604.20"",""594.91"","""",""1.18%"""
"03/20/2023,""595.64"",""595.64"",""606.59"",""580.51"","""",""-1.81%"""
"03/17/2023,""606.59"",""606.59"",""624.47"",""606.59"","""",""-2.85%"""
"03/16/2023,""624.38"",""624.38"",""624.49"",""617.61"","""",""0.39%"""
"03/15/2023,""621.93"",""621.93"",""627.78"",""614.60"","""",""-0.88%"""
"03/14/2023,""627.46"",""627.46"",""627.98"",""624.07"","""",""0.38%"""
"03/13/2023,""625.09"",""625.09"",""632.75"",""619.32"","""",""-1.21%"""
"03/10/2023,""632.75"",""632.75"",""637.23"",""632.26"","""",""-0.01%"""
"03/09/2023,""632.84"",""632.84"",""633.17"",""627.00"","""",""0.14%"""
"03/08/2023,""631.96"",""631.96"",""632.44"",""627.17"","""",""0.76%"""
