"Date,""Price"",""Open"",""High"",""Low"",""Vol."",""Change %"""
"03/17/2021,""43,504.47"",""44,270.81"",""44,378.24"",""43,471.69"","""",""-1.73%"""
"03/16/2021,""44,268.77"",""44,044.85"",""44,490.36"",""43,981.31"","""",""1.27%"""
"03/12/2021,""43,711.84"",""43,784.89"",""44,177.44"",""43,667.18"","""",""-0.17%"""
"03/11/2021,""43,784.89"",""43,617.81"",""44,014.55"",""43,617.81"","""",""0.47%"""
"03/10/2021,""43,579.39"",""43,313.15"",""43,799.77"",""43,312.75"","""",""0.62%"""
"03/09/2021,""43,312.66"",""43,541.35"",""43,746.91"",""43,243.31"","""",""-0.52%"""
"03/08/2021,""43,540.36"",""43,269.49"",""43,657.18"",""43,255.85"","""",""0.63%"""
"03/05/2021,""43,269.00"",""42,932.61"",""43,524.82"",""42,330.16"","""",""0.78%"""
"03/04/2021,""42,932.61"",""43,595.22"",""43,627.70"",""42,531.44"","""",""-1.52%"""
"03/03/2021,""43,595.22"",""44,453.17"",""44,684.72"",""43,566.45"","""",""-1.82%"""
"03/02/2021,""44,402.33"",""44,772.40"",""44,993.98"",""44,402.33"","""",""-0.69%"""
"03/01/2021,""44,710.25"",""43,789.05"",""44,843.93"",""43,789.05"","""",""2.10%"""
"02/26/2021,""43,790.17"",""43,845.77"",""44,128.96"",""43,444.35"","""",""-0.48%"""
"02/25/2021,""43,999.47"",""43,356.31"",""43,999.47"",""43,356.31"","""",""1.89%"""
"02/24/2021,""43,183.45"",""42,935.28"",""43,697.47"",""42,882.01"","""",""0.55%"""
"02/23/2021,""42,945.11"",""43,450.93"",""43,834.44"",""42,551.39"","""",""-1.18%"""
"02/22/2021,""43,457.15"",""44,068.19"",""44,068.19"",""43,252.27"","""",""-1.39%"""
"02/19/2021,""44,069.31"",""44,040.94"",""44,365.59"",""43,779.15"","""",""0.05%"""
"02/18/2021,""44,046.56"",""44,411.93"",""44,658.17"",""43,982.12"","""",""-0.83%"""
"02/17/2021,""44,416.15"",""44,941.65"",""45,484.27"",""44,415.32"","""",""-1.17%"""
"02/16/2021,""44,941.65"",""43,824.06"",""44,941.65"",""43,824.06"","""",""2.55%"""
"02/15/2021,""43,823.57"",""43,470.68"",""44,098.25"",""43,470.68"","""",""1.00%"""
"02/12/2021,""43,389.33"",""43,697.03"",""43,832.16"",""43,258.31"","""",""-0.66%"""
"02/11/2021,""43,676.69"",""43,950.78"",""44,589.23"",""43,662.11"","""",""-0.62%"""
"02/10/2021,""43,950.78"",""44,511.16"",""44,714.60"",""43,848.47"","""",""-1.26%"""
"02/09/2021,""44,511.16"",""44,292.82"",""44,660.28"",""44,018.59"","""",""0.67%"""
"02/08/2021,""44,215.97"",""44,045.26"",""44,605.05"",""44,045.26"","""",""0.39%"""
"02/05/2021,""44,045.26"",""44,226.96"",""44,383.80"",""44,045.19"","""",""-0.41%"""
"02/04/2021,""44,226.34"",""44,016.29"",""44,443.76"",""44,012.83"","""",""0.48%"""
"02/03/2021,""44,016.29"",""44,118.54"",""44,381.36"",""43,938.58"","""",""-0.19%"""
"02/02/2021,""44,101.05"",""43,806.33"",""44,153.38"",""43,634.89"","""",""0.91%"""
"02/01/2021,""43,703.87"",""43,513.80"",""44,230.42"",""43,513.80"","""",""0.43%"""
"01/29/2021,""43,517.12"",""43,551.40"",""43,936.02"",""43,159.76"","""",""-0.08%"""
"01/28/2021,""43,552.04"",""43,075.95"",""43,677.42"",""42,624.07"","""",""1.10%"""
"01/27/2021,""43,077.24"",""43,507.87"",""43,781.05"",""42,730.68"","""",""-0.99%"""
"01/26/2021,""43,507.13"",""43,188.94"",""43,734.53"",""42,977.41"","""",""0.74%"""
"01/25/2021,""43,188.94"",""43,624.60"",""44,040.40"",""43,188.94"","""",""-1.01%"""
"01/22/2021,""43,630.22"",""44,287.72"",""44,313.65"",""43,501.39"","""",""-1.40%"""
"01/21/2021,""44,250.43"",""44,190.42"",""44,684.82"",""44,087.25"","""",""0.33%"""
"01/20/2021,""44,103.40"",""44,605.60"",""44,779.60"",""44,026.55"","""",""-1.14%"""
"01/19/2021,""44,610.00"",""44,755.59"",""45,179.45"",""44,373.48"","""",""-0.33%"""
"01/18/2021,""44,755.59"",""44,204.45"",""44,755.59"",""43,674.12"","""",""1.25%"""
"01/15/2021,""44,204.45"",""44,876.59"",""45,013.88"",""44,074.93"","""",""-1.50%"""
"01/14/2021,""44,876.42"",""44,722.79"",""44,990.63"",""44,587.14"","""",""0.43%"""
"01/13/2021,""44,684.36"",""44,247.93"",""45,108.47"",""44,027.35"","""",""0.99%"""
"01/12/2021,""44,246.56"",""44,719.11"",""44,759.40"",""44,176.42"","""",""-1.05%"""
"01/11/2021,""44,715.79"",""44,395.04"",""44,822.61"",""44,063.55"","""",""0.73%"""
"01/08/2021,""44,393.21"",""43,903.17"",""44,467.63"",""43,726.15"","""",""1.12%"""
"01/07/2021,""43,900.70"",""43,087.97"",""43,900.70"",""43,041.66"","""",""1.89%"""
"01/06/2021,""43,085.06"",""42,431.38"",""43,123.48"",""42,431.38"","""",""1.53%"""
"01/05/2021,""42,434.30"",""42,313.15"",""42,434.30"",""42,080.17"","""",""0.24%"""
"01/04/2021,""42,333.48"",""42,010.29"",""42,520.38"",""42,010.29"","""",""0.54%"""
"12/30/2020,""42,107.57"",""41,733.11"",""42,123.94"",""41,733.11"","""",""0.90%"""
"12/29/2020,""41,733.11"",""41,656.53"",""41,968.05"",""41,637.14"","""",""0.49%"""
"12/28/2020,""41,528.44"",""41,215.78"",""41,875.81"",""41,215.78"","""",""0.80%"""
"12/23/2020,""41,197.14"",""41,049.52"",""41,356.00"",""40,936.23"","""",""0.36%"""
"12/22/2020,""41,049.52"",""40,486.10"",""41,234.27"",""40,484.62"","""",""1.40%"""
"12/21/2020,""40,483.17"",""41,614.30"",""41,614.30"",""40,083.80"","""",""-2.72%"""
"12/18/2020,""41,614.92"",""41,982.37"",""42,044.25"",""41,523.81"","""",""-1.12%"""
"12/17/2020,""42,088.03"",""41,911.92"",""42,276.02"",""41,789.69"","""",""0.42%"""
"12/16/2020,""41,911.27"",""41,894.58"",""42,223.81"",""41,723.26"","""",""0.04%"""
"12/15/2020,""41,894.09"",""41,918.17"",""42,362.14"",""41,704.21"","""",""-0.18%"""
"12/14/2020,""41,967.89"",""41,266.61"",""42,286.61"",""41,203.01"","""",""1.71%"""
"12/11/2020,""41,263.67"",""41,102.39"",""41,465.82"",""40,727.84"","""",""0.39%"""
"12/10/2020,""41,103.01"",""40,675.89"",""41,222.06"",""40,588.90"","""",""1.05%"""
"12/09/2020,""40,675.89"",""39,655.97"",""40,943.43"",""39,655.97"","""",""2.57%"""
"12/08/2020,""39,655.97"",""39,189.56"",""39,668.40"",""39,086.15"","""",""1.17%"""
"12/07/2020,""39,198.31"",""39,227.04"",""39,460.12"",""38,968.70"","""",""-0.08%"""
"12/04/2020,""39,227.87"",""38,725.46"",""39,336.86"",""38,722.88"","""",""1.35%"""
"12/03/2020,""38,705.12"",""39,193.91"",""39,230.16"",""38,632.78"","""",""-1.24%"""
"12/02/2020,""39,191.11"",""38,751.98"",""39,212.45"",""38,571.67"","""",""1.13%"""
"12/01/2020,""38,751.98"",""38,783.15"",""39,235.07"",""38,714.69"","""",""-0.08%"""
"11/30/2020,""38,782.16"",""39,320.57"",""39,320.57"",""38,715.59"","""",""-1.34%"""
"11/27/2020,""39,308.90"",""39,054.64"",""39,405.40"",""38,994.55"","""",""0.73%"""
"11/26/2020,""39,023.56"",""39,029.27"",""39,176.27"",""38,844.79"","""",""-0.03%"""
"11/25/2020,""39,035.10"",""39,046.50"",""39,260.17"",""38,863.99"","""",""-0.03%"""
"11/24/2020,""39,046.50"",""38,319.74"",""39,074.40"",""38,158.90"","""",""1.90%"""
"11/23/2020,""38,319.06"",""38,204.67"",""38,735.56"",""37,890.26"","""",""0.30%"""
"11/20/2020,""38,204.67"",""38,214.84"",""38,841.65"",""37,813.91"","""",""0.11%"""
"11/19/2020,""38,163.61"",""38,361.82"",""38,719.67"",""37,908.87"","""",""-0.52%"""
"11/18/2020,""38,361.82"",""37,469.03"",""38,361.82"",""37,174.97"","""",""2.38%"""
"11/17/2020,""37,470.50"",""37,414.60"",""37,534.73"",""37,092.47"","""",""0.15%"""
"11/16/2020,""37,414.60"",""37,337.59"",""37,907.82"",""37,174.10"","""",""0.21%"""
"11/13/2020,""37,335.10"",""37,611.13"",""37,877.55"",""37,049.15"","""",""-1.00%"""
"11/12/2020,""37,712.82"",""38,010.21"",""38,010.21"",""37,516.18"","""",""-0.88%"""
"11/11/2020,""38,045.80"",""37,372.46"",""38,263.79"",""36,667.66"","""",""1.82%"""
"11/10/2020,""37,366.63"",""36,524.22"",""37,447.78"",""36,342.88"","""",""2.31%"""
"11/09/2020,""36,524.01"",""35,390.44"",""36,820.69"",""34,547.36"","""",""3.20%"""
"11/06/2020,""35,390.44"",""35,265.29"",""36,214.49"",""35,028.82"","""",""0.36%"""
"11/05/2020,""35,264.98"",""34,806.78"",""35,283.48"",""34,703.30"","""",""1.41%"""
"11/04/2020,""34,774.72"",""33,835.67"",""34,840.72"",""33,508.12"","""",""2.78%"""
"11/03/2020,""33,834.43"",""33,133.48"",""33,975.54"",""33,133.48"","""",""2.29%"""
"11/02/2020,""33,077.55"",""32,311.19"",""33,235.38"",""32,311.19"","""",""2.47%"""
"10/30/2020,""32,279.17"",""31,951.62"",""32,419.71"",""31,894.40"","""",""0.72%"""
"10/29/2020,""32,047.68"",""32,074.76"",""32,335.88"",""31,897.50"","""",""-0.18%"""
"10/28/2020,""32,106.78"",""32,992.20"",""32,992.20"",""31,957.90"","""",""-2.69%"""
"10/27/2020,""32,992.69"",""33,109.23"",""33,281.58"",""32,868.45"","""",""-0.06%"""
"10/26/2020,""33,012.62"",""33,658.42"",""33,766.95"",""32,955.99"","""",""-1.91%"""
"10/22/2020,""33,655.10"",""33,711.31"",""33,791.49"",""33,508.02"","""",""-0.12%"""
"10/21/2020,""33,696.73"",""33,706.40"",""34,023.26"",""33,565.20"","""",""-0.01%"""
"10/20/2020,""33,700.78"",""33,596.67"",""34,024.56"",""33,453.62"","""",""0.31%"""
"10/19/2020,""33,596.79"",""33,223.68"",""33,596.79"",""33,186.39"","""",""1.12%"""
"10/16/2020,""33,225.15"",""33,061.27"",""33,374.80"",""33,061.27"","""",""0.50%"""
"10/15/2020,""33,061.27"",""33,496.92"",""33,496.92"",""32,899.57"","""",""-1.30%"""
"10/14/2020,""33,496.67"",""33,291.63"",""33,589.51"",""33,269.89"","""",""0.52%"""
"10/13/2020,""33,322.71"",""33,147.86"",""33,407.25"",""32,886.18"","""",""0.68%"""
"10/12/2020,""33,097.01"",""33,661.42"",""33,827.66"",""32,946.18"","""",""-1.67%"""
"10/09/2020,""33,660.44"",""33,692.85"",""33,779.01"",""33,287.67"","""",""-0.11%"""
"10/08/2020,""33,697.94"",""33,637.90"",""33,849.33"",""33,360.79"","""",""0.41%"""
"10/07/2020,""33,561.05"",""33,651.55"",""33,930.49"",""33,503.30"","""",""-0.27%"""
"10/06/2020,""33,651.55"",""33,468.11"",""33,735.65"",""33,261.48"","""",""0.55%"""
"10/05/2020,""33,468.11"",""33,474.70"",""33,742.78"",""33,334.23"","""",""0.05%"""
"10/02/2020,""33,449.84"",""33,650.68"",""33,676.41"",""33,280.59"","""",""-0.62%"""
"10/01/2020,""33,657.71"",""32,969.29"",""33,712.49"",""32,938.29"","""",""2.23%"""
"09/30/2020,""32,923.53"",""32,679.76"",""33,118.90"",""32,392.96"","""",""0.75%"""
"09/29/2020,""32,677.72"",""33,150.26"",""33,374.09"",""32,603.22"","""",""-1.43%"""
"09/28/2020,""33,150.26"",""31,935.72"",""33,534.08"",""31,931.57"","""",""3.81%"""
"09/25/2020,""31,933.26"",""31,898.01"",""32,310.59"",""31,779.91"","""",""0.11%"""
"09/24/2020,""31,898.01"",""32,513.41"",""32,513.41"",""31,859.48"","""",""-1.90%"""
"09/23/2020,""32,515.39"",""32,421.05"",""32,880.20"",""32,408.98"","""",""0.68%"""
"09/22/2020,""32,296.74"",""32,171.97"",""32,639.71"",""31,977.48"","""",""0.23%"""
"09/21/2020,""32,223.20"",""33,592.62"",""33,602.30"",""31,873.41"","""",""-4.07%"""
"09/18/2020,""33,591.51"",""33,886.79"",""33,892.61"",""33,564.47"","""",""-0.87%"""
"09/17/2020,""33,886.79"",""34,146.29"",""34,150.36"",""33,738.26"","""",""-0.76%"""
"09/16/2020,""34,147.59"",""34,246.99"",""34,372.96"",""33,726.82"","""",""-0.30%"""
"09/15/2020,""34,248.86"",""35,004.24"",""35,014.42"",""34,248.55"","""",""-2.16%"""
"09/14/2020,""35,004.24"",""34,839.35"",""35,093.18"",""34,686.05"","""",""0.48%"""
"09/11/2020,""34,837.99"",""34,741.06"",""34,953.27"",""34,528.94"","""",""-0.06%"""
"09/10/2020,""34,858.03"",""35,136.80"",""35,366.11"",""34,641.30"","""",""-0.81%"""
"09/09/2020,""35,142.74"",""34,989.20"",""35,464.96"",""34,908.93"","""",""0.30%"""
"09/08/2020,""35,037.61"",""35,102.19"",""35,444.78"",""34,947.09"","""",""-0.03%"""
"09/07/2020,""35,047.88"",""34,885.23"",""35,047.88"",""34,722.37"","""",""0.61%"""
"09/04/2020,""34,836.82"",""34,717.68"",""34,981.28"",""34,467.59"","""",""0.17%"""
"09/03/2020,""34,778.20"",""34,473.49"",""34,999.74"",""34,459.91"","""",""1.03%"""
"09/02/2020,""34,423.70"",""34,499.42"",""34,866.84"",""34,398.43"","""",""-0.22%"""
"09/01/2020,""34,499.90"",""34,785.50"",""35,082.33"",""34,461.27"","""",""-1.01%"""
"08/31/2020,""34,851.29"",""34,837.07"",""35,334.20"",""34,761.40"","""",""0.03%"""
"08/28/2020,""34,842.51"",""35,448.43"",""35,616.26"",""34,842.51"","""",""-1.77%"""
"08/27/2020,""35,470.36"",""35,940.02"",""35,972.13"",""35,470.36"","""",""-1.24%"""
"08/26/2020,""35,915.81"",""35,581.56"",""35,928.74"",""35,385.28"","""",""0.91%"""
"08/25/2020,""35,593.67"",""35,987.52"",""36,201.64"",""35,593.43"","""",""-1.11%"""
"08/24/2020,""35,994.83"",""36,043.56"",""36,274.15"",""35,923.63"","""",""-0.14%"""
"08/19/2020,""36,043.56"",""36,198.84"",""36,351.06"",""36,043.56"","""",""-0.38%"""
"08/18/2020,""36,180.74"",""36,539.01"",""36,539.01"",""36,153.10"","""",""-0.97%"""
"08/17/2020,""36,533.57"",""36,637.09"",""36,637.09"",""36,358.55"","""",""-0.16%"""
"08/14/2020,""36,591.83"",""36,639.85"",""36,701.27"",""36,247.07"","""",""-0.45%"""
"08/13/2020,""36,756.82"",""36,785.90"",""36,891.13"",""36,421.22"","""",""-0.08%"""
"08/12/2020,""36,785.28"",""36,363.83"",""36,785.59"",""36,267.99"","""",""1.16%"""
"08/11/2020,""36,363.83"",""36,301.82"",""36,652.60"",""36,248.35"","""",""0.17%"""
"08/10/2020,""36,302.78"",""35,928.75"",""36,512.43"",""35,850.61"","""",""0.97%"""
"08/07/2020,""35,952.53"",""35,428.13"",""36,117.19"",""35,238.94"","""",""1.48%"""
"08/06/2020,""35,427.82"",""35,104.82"",""35,433.77"",""34,955.16"","""",""0.92%"""
"08/05/2020,""35,103.39"",""34,419.09"",""35,198.41"",""34,419.09"","""",""2.02%"""
"08/04/2020,""34,407.20"",""34,635.11"",""34,889.97"",""34,365.36"","""",""-0.62%"""
"08/03/2020,""34,620.25"",""34,801.40"",""34,956.09"",""34,252.99"","""",""-0.21%"""
"07/31/2020,""34,691.74"",""34,688.31"",""35,073.28"",""34,506.53"","""",""-0.30%"""
"07/30/2020,""34,797.24"",""34,939.64"",""35,038.72"",""34,456.26"","""",""-0.34%"""
"07/29/2020,""34,917.01"",""34,750.96"",""34,917.01"",""34,475.24"","""",""0.47%"""
"07/28/2020,""34,754.08"",""34,964.79"",""35,084.67"",""34,659.43"","""",""-0.64%"""
"07/27/2020,""34,979.41"",""35,108.67"",""35,266.57"",""34,894.57"","""",""-0.37%"""
"07/24/2020,""35,107.97"",""35,553.88"",""35,581.66"",""35,082.91"","""",""-1.30%"""
"07/23/2020,""35,571.72"",""35,435.45"",""35,820.72"",""35,398.82"","""",""0.38%"""
"07/22/2020,""35,436.39"",""35,490.02"",""35,771.69"",""35,299.41"","""",""-0.15%"""
"07/21/2020,""35,488.15"",""35,213.37"",""35,766.39"",""35,144.01"","""",""0.87%"""
"07/20/2020,""35,181.69"",""35,098.53"",""35,373.56"",""35,000.44"","""",""-0.05%"""
"07/17/2020,""35,200.88"",""35,229.08"",""35,570.63"",""35,047.01"","""",""-0.08%"""
"07/16/2020,""35,229.08"",""35,371.41"",""35,371.41"",""35,022.55"","""",""-0.40%"""
"07/15/2020,""35,371.88"",""35,186.76"",""35,528.52"",""35,052.19"","""",""0.80%"""
"07/14/2020,""35,091.72"",""35,335.86"",""35,335.86"",""34,868.76"","""",""-0.69%"""
"07/13/2020,""35,335.86"",""35,596.39"",""35,853.69"",""35,244.30"","""",""-0.71%"""
"07/10/2020,""35,589.60"",""35,781.33"",""35,788.64"",""35,151.17"","""",""-0.53%"""
"07/09/2020,""35,780.40"",""35,932.26"",""36,065.25"",""35,734.88"","""",""-0.42%"""
"07/08/2020,""35,932.39"",""35,748.40"",""35,969.75"",""35,627.70"","""",""0.52%"""
"07/07/2020,""35,747.71"",""36,504.28"",""36,507.00"",""35,500.09"","""",""-2.03%"""
"07/06/2020,""36,489.42"",""36,008.46"",""36,569.36"",""36,008.46"","""",""1.55%"""
"07/03/2020,""35,931.52"",""36,222.58"",""36,492.20"",""35,760.62"","""",""-0.80%"""
"07/02/2020,""36,222.58"",""35,857.89"",""36,333.47"",""35,394.25"","""",""2.34%"""
"07/01/2020,""35,394.54"",""35,854.19"",""35,957.00"",""35,113.62"","""",""-1.18%"""
"06/30/2020,""35,817.88"",""36,420.34"",""36,606.12"",""35,721.55"","""",""-1.91%"""
"06/29/2020,""36,517.17"",""36,371.31"",""36,517.17"",""36,055.45"","""",""0.43%"""
"06/26/2020,""36,360.44"",""37,001.94"",""37,262.78"",""36,317.19"","""",""-1.73%"""
"06/25/2020,""37,001.94"",""37,199.46"",""37,217.58"",""36,716.48"","""",""-0.53%"""
"06/24/2020,""37,199.46"",""37,595.83"",""37,881.94"",""37,196.49"","""",""-1.05%"""
"06/23/2020,""37,595.83"",""37,194.60"",""37,971.14"",""37,187.29"","""",""1.08%"""
"06/22/2020,""37,193.11"",""37,279.34"",""37,582.13"",""36,855.00"","""",""-0.23%"""
"06/19/2020,""37,279.82"",""37,487.93"",""37,929.75"",""37,243.71"","""",""-0.55%"""
"06/18/2020,""37,487.46"",""37,754.14"",""37,754.14"",""37,264.87"","""",""-0.74%"""
"06/17/2020,""37,767.72"",""38,082.67"",""38,349.68"",""37,584.57"","""",""-0.77%"""
"06/16/2020,""38,060.73"",""37,534.50"",""38,610.30"",""37,534.50"","""",""1.93%"""
"06/15/2020,""37,340.84"",""37,330.46"",""37,590.30"",""36,823.88"","""",""-0.17%"""
"06/12/2020,""37,403.57"",""36,639.24"",""37,574.31"",""36,118.31"","""",""2.08%"""
"06/11/2020,""36,640.64"",""37,514.79"",""37,516.11"",""36,538.35"","""",""-2.33%"""
"06/10/2020,""37,514.79"",""37,974.18"",""38,154.72"",""37,266.86"","""",""-1.18%"""
"06/09/2020,""37,962.29"",""38,202.34"",""38,449.22"",""37,694.54"","""",""-0.62%"""
"06/08/2020,""38,198.17"",""37,987.02"",""38,506.34"",""37,798.48"","""",""0.56%"""
"06/05/2020,""37,985.66"",""37,220.67"",""38,233.12"",""37,219.63"","""",""1.95%"""
"06/04/2020,""37,260.06"",""37,316.41"",""37,379.84"",""36,777.69"","""",""-0.15%"""
"06/03/2020,""37,317.04"",""35,966.52"",""37,322.53"",""35,961.79"","""",""3.75%"""
"06/02/2020,""35,967.41"",""35,875.71"",""36,299.05"",""35,828.76"","""",""0.26%"""
"05/29/2020,""35,875.71"",""36,339.43"",""36,339.43"",""35,556.80"","""",""-1.28%"""
"05/28/2020,""36,340.47"",""36,527.65"",""36,989.83"",""36,206.22"","""",""-0.02%"""
"05/27/2020,""36,346.09"",""36,085.12"",""36,652.55"",""36,007.24"","""",""0.72%"""
"05/26/2020,""36,085.77"",""35,349.79"",""36,199.45"",""35,349.79"","""",""2.49%"""
"05/25/2020,""35,210.60"",""35,056.55"",""35,408.31"",""35,056.55"","""",""0.46%"""
"05/22/2020,""35,050.92"",""35,493.57"",""35,493.57"",""35,029.27"","""",""-1.25%"""
"05/21/2020,""35,494.52"",""35,635.52"",""35,750.51"",""35,461.84"","""",""-0.40%"""
"05/20/2020,""35,635.52"",""35,470.31"",""35,660.43"",""35,097.60"","""",""0.52%"""
"05/19/2020,""35,452.21"",""35,310.30"",""35,957.21"",""35,310.30"","""",""0.41%"""
"05/18/2020,""35,307.51"",""34,046.13"",""35,320.04"",""34,046.13"","""",""3.70%"""
"05/15/2020,""34,046.13"",""34,160.88"",""34,699.48"",""34,041.50"","""",""-0.29%"""
"05/14/2020,""34,144.57"",""34,507.88"",""34,596.72"",""33,837.83"","""",""-1.08%"""
"05/13/2020,""34,518.75"",""35,076.56"",""35,104.39"",""34,518.75"","""",""-1.78%"""
"05/12/2020,""35,143.13"",""34,817.34"",""35,387.05"",""34,811.29"","""",""0.67%"""
"05/11/2020,""34,908.12"",""34,797.91"",""35,568.29"",""34,797.91"","""",""0.32%"""
"05/08/2020,""34,796.13"",""34,635.30"",""35,046.20"",""34,289.19"","""",""0.53%"""
"05/07/2020,""34,613.57"",""34,557.32"",""34,945.58"",""34,317.66"","""",""0.16%"""
"05/06/2020,""34,557.17"",""34,605.18"",""34,879.03"",""34,351.98"","""",""-0.14%"""
"05/05/2020,""34,604.44"",""34,577.31"",""35,367.96"",""34,577.31"","""",""0.08%"""
"05/04/2020,""34,576.84"",""34,914.62"",""34,926.72"",""34,240.82"","""",""-1.72%"""
"04/30/2020,""35,180.90"",""34,803.81"",""35,923.37"",""34,803.81"","""",""1.05%"""
"04/29/2020,""34,815.09"",""33,810.13"",""34,822.04"",""33,809.25"","""",""2.98%"""
"04/28/2020,""33,808.22"",""33,199.23"",""33,938.98"",""32,978.00"","""",""1.84%"""
"04/27/2020,""33,196.85"",""32,982.33"",""33,458.30"",""32,982.33"","""",""0.70%"""
"04/24/2020,""32,964.67"",""32,805.50"",""33,021.83"",""32,529.53"","""",""0.49%"""
"04/23/2020,""32,805.50"",""32,350.02"",""32,874.99"",""32,269.07"","""",""1.48%"""
"04/22/2020,""32,328.27"",""31,579.69"",""32,412.78"",""31,373.11"","""",""2.36%"""
"04/21/2020,""31,582.31"",""32,926.04"",""32,926.04"",""31,418.79"","""",""-4.09%"""
"04/20/2020,""32,927.47"",""33,170.18"",""33,346.64"",""32,699.07"","""",""-0.74%"""
"04/17/2020,""33,173.40"",""32,219.90"",""33,173.40"",""32,219.90"","""",""2.97%"""
"04/16/2020,""32,217.99"",""32,728.66"",""33,116.97"",""32,209.20"","""",""-1.51%"""
"04/15/2020,""32,710.55"",""34,470.09"",""34,470.09"",""32,538.63"","""",""-5.10%"""
"04/14/2020,""34,468.90"",""33,895.01"",""34,468.90"",""33,689.33"","""",""2.09%"""
"04/09/2020,""33,761.87"",""32,863.79"",""33,825.30"",""32,863.79"","""",""2.73%"""
"04/08/2020,""32,863.79"",""32,717.04"",""33,601.24"",""32,379.85"","""",""0.45%"""
"04/07/2020,""32,715.70"",""33,028.20"",""34,314.26"",""32,715.70"","""",""-0.44%"""
"04/06/2020,""32,858.75"",""32,266.28"",""33,232.83"",""32,213.03"","""",""1.84%"""
"04/03/2020,""32,265.92"",""32,577.46"",""32,702.36"",""31,973.80"","""",""-1.00%"""
"04/02/2020,""32,591.95"",""32,375.83"",""33,098.35"",""31,830.76"","""",""0.71%"""
"04/01/2020,""32,361.34"",""33,131.97"",""33,131.97"",""32,208.44"","""",""-2.33%"""
"03/31/2020,""33,134.87"",""31,996.61"",""34,158.96"",""31,996.61"","""",""3.59%"""
"03/30/2020,""31,985.33"",""32,155.92"",""32,343.94"",""31,052.85"","""",""-0.25%"""
"03/27/2020,""32,065.14"",""32,991.48"",""33,071.11"",""31,973.32"","""",""-2.82%"""
"03/26/2020,""32,994.30"",""32,690.45"",""33,464.42"",""32,104.72"","""",""0.93%"""
"03/25/2020,""32,690.45"",""32,614.99"",""34,119.50"",""32,234.99"","""",""0.23%"""
"03/24/2020,""32,614.56"",""30,849.61"",""32,865.50"",""30,849.61"","""",""5.72%"""
"03/23/2020,""30,848.56"",""30,953.98"",""31,819.43"",""29,491.68"","""",""-0.36%"""
"03/20/2020,""30,959.94"",""29,494.54"",""31,883.15"",""29,494.54"","""",""4.97%"""
"03/19/2020,""29,494.19"",""29,291.14"",""30,159.01"",""28,980.93"","""",""0.10%"""
"03/18/2020,""29,464.28"",""31,523.86"",""31,529.51"",""29,461.73"","""",""-6.54%"""
"03/17/2020,""31,525.60"",""32,304.48"",""32,793.94"",""30,449.41"","""",""-2.41%"""
"03/16/2020,""32,304.48"",""34,189.71"",""34,189.71"",""29,973.15"","""",""-5.51%"""
"03/13/2020,""34,189.09"",""32,315.52"",""34,340.17"",""32,288.23"","""",""5.79%"""
"03/12/2020,""32,317.89"",""36,536.24"",""36,536.24"",""32,173.38"","""",""-11.55%"""
"03/11/2020,""36,536.24"",""38,170.36"",""39,210.56"",""36,122.39"","""",""-4.81%"""
"03/10/2020,""38,380.60"",""38,082.99"",""39,440.91"",""38,074.35"","""",""0.80%"""
"03/09/2020,""38,075.83"",""41,183.15"",""41,183.15"",""37,698.38"","""",""-7.55%"""
"03/06/2020,""41,185.29"",""42,606.52"",""42,606.52"",""40,758.80"","""",""-3.34%"""
"03/05/2020,""42,607.98"",""43,327.28"",""43,611.02"",""42,444.19"","""",""-1.66%"""
"03/04/2020,""43,327.92"",""43,321.17"",""43,770.78"",""42,961.02"","""",""0.06%"""
"03/03/2020,""43,301.39"",""41,561.14"",""43,730.03"",""41,561.14"","""",""4.25%"""
"03/02/2020,""41,537.20"",""40,232.51"",""41,653.25"",""40,231.11"","""",""3.25%"""
"02/28/2020,""40,229.64"",""42,677.49"",""42,677.49"",""40,126.06"","""",""-5.74%"""
"02/27/2020,""42,679.40"",""43,521.80"",""43,592.13"",""42,220.95"","""",""-1.94%"""
"02/26/2020,""43,521.91"",""43,075.07"",""43,804.53"",""42,068.83"","""",""1.04%"""
"02/25/2020,""43,075.07"",""44,383.70"",""44,557.02"",""43,043.77"","""",""-2.94%"""
"02/24/2020,""44,381.32"",""45,772.76"",""45,772.76"",""44,288.85"","""",""-3.06%"""
"02/21/2020,""45,781.35"",""45,792.07"",""46,312.86"",""45,548.33"","""",""-0.02%"""
"02/20/2020,""45,792.07"",""46,181.51"",""46,277.06"",""45,705.18"","""",""-0.84%"""
"02/19/2020,""46,182.09"",""45,625.54"",""46,207.78"",""45,625.54"","""",""1.39%"""
"02/18/2020,""45,547.15"",""45,338.01"",""45,802.90"",""45,129.60"","""",""0.46%"""
"02/17/2020,""45,338.26"",""44,904.77"",""45,423.04"",""44,904.77"","""",""0.96%"""
"02/14/2020,""44,905.98"",""44,630.46"",""45,400.90"",""44,630.46"","""",""0.62%"""
"02/13/2020,""44,629.51"",""44,483.80"",""44,795.62"",""44,261.56"","""",""0.33%"""
"02/12/2020,""44,482.40"",""44,571.25"",""44,833.61"",""44,416.83"","""",""-0.17%"""
"02/11/2020,""44,559.95"",""44,625.16"",""44,878.72"",""44,296.09"","""",""0.05%"""
"02/10/2020,""44,538.59"",""44,375.61"",""44,974.20"",""44,375.61"","""",""0.12%"""
