"Date,""Price"",""Open"",""High"",""Low"",""Vol."",""Change %"""
"05/26/2023,""47,573.35"",""47,138.12"",""47,614.95"",""47,080.45"","""",""0.92%"""
"05/25/2023,""47,138.99"",""46,304.04"",""47,180.40"",""46,297.25"","""",""1.80%"""
"05/24/2023,""46,303.67"",""46,490.42"",""46,688.44"",""46,139.63"","""",""-0.40%"""
"05/23/2023,""46,490.46"",""46,562.78"",""46,737.54"",""46,363.73"","""",""-0.15%"""
"05/22/2023,""46,562.45"",""46,587.01"",""46,882.06"",""46,440.92"","""",""-0.05%"""
"05/19/2023,""46,587.39"",""46,370.76"",""46,840.40"",""46,249.87"","""",""0.47%"""
"05/18/2023,""46,371.53"",""45,859.29"",""46,371.53"",""45,842.73"","""",""1.12%"""
"05/17/2023,""45,859.30"",""45,848.74"",""46,026.76"",""45,676.70"","""",""0.02%"""
"05/16/2023,""45,848.12"",""45,929.28"",""46,144.36"",""45,611.12"","""",""-0.18%"""
"05/15/2023,""45,929.11"",""46,043.46"",""46,364.42"",""45,857.38"","""",""-0.25%"""
"05/12/2023,""46,044.03"",""46,074.07"",""46,479.65"",""45,958.99"","""",""-0.07%"""
"05/11/2023,""46,073.98"",""46,253.00"",""46,404.37"",""45,896.72"","""",""-0.39%"""
"05/10/2023,""46,252.72"",""46,741.05"",""47,050.71"",""45,986.13"","""",""-1.04%"""
"05/09/2023,""46,741.15"",""46,638.49"",""46,881.51"",""46,308.65"","""",""0.22%"""
"05/08/2023,""46,638.60"",""46,331.46"",""46,754.16"",""46,264.25"","""",""0.66%"""
"05/05/2023,""46,330.72"",""46,322.94"",""46,557.27"",""46,047.44"","""",""0.02%"""
"05/04/2023,""46,322.50"",""46,517.37"",""46,781.92"",""46,026.20"","""",""-0.42%"""
"05/03/2023,""46,518.24"",""45,490.08"",""46,518.24"",""45,490.08"","""",""2.26%"""
"05/02/2023,""45,490.01"",""44,821.62"",""45,659.94"",""44,756.19"","""",""1.49%"""
"04/28/2023,""44,822.21"",""44,671.17"",""44,990.76"",""44,587.49"","""",""0.34%"""
"04/27/2023,""44,671.82"",""43,366.71"",""44,830.53"",""43,320.28"","""",""3.01%"""
"04/26/2023,""43,367.52"",""43,477.15"",""43,768.61"",""43,211.11"","""",""-0.25%"""
"04/25/2023,""43,476.92"",""43,666.83"",""43,666.83"",""43,236.57"","""",""-0.44%"""
"04/24/2023,""43,666.91"",""44,101.65"",""44,129.20"",""43,470.33"","""",""-0.98%"""
"04/21/2023,""44,100.87"",""43,539.45"",""44,100.87"",""43,353.55"","""",""1.29%"""
"04/20/2023,""43,538.96"",""43,264.00"",""43,588.38"",""43,185.64"","""",""0.64%"""
"04/19/2023,""43,263.82"",""43,754.29"",""43,798.59"",""43,079.64"","""",""-1.11%"""
"04/18/2023,""43,751.60"",""43,826.26"",""44,218.80"",""43,655.42"","""",""-0.17%"""
"04/17/2023,""43,827.04"",""43,284.58"",""43,899.56"",""43,218.26"","""",""1.25%"""
"04/14/2023,""43,285.23"",""42,687.84"",""43,414.96"",""42,686.19"","""",""1.40%"""
"04/13/2023,""42,687.24"",""43,375.73"",""43,825.45"",""42,452.88"","""",""-1.59%"""
"04/12/2023,""43,375.43"",""44,408.72"",""44,466.58"",""43,247.47"","""",""-2.33%"""
"04/11/2023,""44,408.12"",""44,217.78"",""44,547.91"",""44,160.68"","""",""0.43%"""
"04/06/2023,""44,217.85"",""43,878.06"",""44,471.63"",""43,832.04"","""",""0.77%"""
"04/05/2023,""43,878.66"",""43,666.92"",""44,382.66"",""43,666.45"","""",""0.49%"""
"04/04/2023,""43,666.52"",""42,991.61"",""43,915.51"",""42,990.97"","""",""1.57%"""
"04/03/2023,""42,991.44"",""42,318.89"",""43,059.73"",""42,258.31"","""",""1.59%"""
"03/31/2023,""42,318.34"",""41,604.46"",""42,505.88"",""41,529.35"","""",""1.72%"""
"03/30/2023,""41,603.82"",""42,334.15"",""42,411.00"",""41,345.55"","""",""-1.72%"""
"03/29/2023,""42,333.82"",""42,119.51"",""42,583.83"",""42,119.51"","""",""0.51%"""
"03/28/2023,""42,119.85"",""42,095.68"",""42,681.94"",""42,095.68"","""",""0.05%"""
"03/27/2023,""42,096.72"",""41,817.77"",""42,430.45"",""41,817.77"","""",""0.66%"""
"03/24/2023,""41,818.92"",""42,907.77"",""43,037.26"",""41,811.10"","""",""-2.53%"""
"03/23/2023,""42,906.06"",""41,960.95"",""42,906.16"",""41,855.80"","""",""2.25%"""
"03/22/2023,""41,962.45"",""42,150.84"",""42,658.97"",""41,839.46"","""",""-0.45%"""
"03/21/2023,""42,150.58"",""41,341.88"",""42,354.55"",""41,341.88"","""",""1.95%"""
"03/20/2023,""41,343.62"",""40,773.88"",""41,445.57"",""39,749.37"","""",""1.40%"""
"03/17/2023,""40,771.24"",""40,848.58"",""41,755.46"",""40,744.74"","""",""-0.20%"""
"03/16/2023,""40,852.89"",""41,810.20"",""41,950.18"",""40,791.29"","""",""-2.28%"""
"03/14/2023,""41,807.29"",""41,799.97"",""42,278.94"",""41,477.41"","""",""0.02%"""
"03/13/2023,""41,797.81"",""43,077.48"",""43,519.71"",""39,943.67"","""",""-2.97%"""
"03/10/2023,""43,077.69"",""42,819.46"",""43,092.52"",""42,423.14"","""",""0.61%"""
"03/09/2023,""42,816.43"",""43,161.79"",""43,236.93"",""42,441.51"","""",""-0.80%"""
"03/08/2023,""43,161.43"",""43,390.51"",""43,696.08"",""42,486.29"","""",""-0.53%"""
"03/07/2023,""43,391.02"",""44,337.43"",""44,495.76"",""43,274.29"","""",""-2.13%"""
"03/06/2023,""44,337.44"",""44,439.73"",""45,044.71"",""44,287.18"","""",""-0.23%"""
"03/03/2023,""44,440.48"",""44,301.34"",""44,791.11"",""44,301.34"","""",""0.32%"""
"03/02/2023,""44,300.61"",""44,631.80"",""44,795.95"",""44,223.67"","""",""-0.74%"""
"03/01/2023,""44,631.03"",""44,779.14"",""45,161.25"",""44,576.56"","""",""-0.33%"""
"02/28/2023,""44,780.07"",""44,941.28"",""45,129.64"",""44,313.64"","""",""-0.36%"""
"02/27/2023,""44,940.03"",""45,268.93"",""45,467.63"",""44,821.94"","""",""-0.72%"""
"02/24/2023,""45,268.11"",""45,389.60"",""45,576.28"",""44,960.89"","""",""-0.27%"""
"02/23/2023,""45,388.94"",""45,064.17"",""45,649.75"",""45,064.17"","""",""0.72%"""
"02/22/2023,""45,063.48"",""45,093.55"",""45,198.63"",""44,838.52"","""",""-0.07%"""
"02/21/2023,""45,092.89"",""45,227.01"",""45,509.16"",""44,775.16"","""",""-0.29%"""
"02/20/2023,""45,225.86"",""45,626.16"",""45,940.28"",""45,223.64"","""",""-0.88%"""
"02/17/2023,""45,626.92"",""46,040.48"",""46,040.48"",""45,485.32"","""",""-0.90%"""
"02/16/2023,""46,039.34"",""46,265.56"",""46,587.16"",""45,607.94"","""",""-0.49%"""
"02/15/2023,""46,265.42"",""46,383.52"",""46,575.13"",""46,031.64"","""",""-0.26%"""
"02/14/2023,""46,386.22"",""46,235.61"",""46,690.45"",""46,234.92"","""",""0.33%"""
"02/13/2023,""46,233.47"",""46,032.14"",""46,374.64"",""45,999.99"","""",""0.49%"""
"02/10/2023,""46,007.11"",""45,836.35"",""46,177.92"",""45,476.33"","""",""0.15%"""
"02/09/2023,""45,936.46"",""45,870.08"",""46,455.54"",""45,771.26"","""",""0.12%"""
"02/08/2023,""45,883.27"",""45,217.19"",""46,090.30"",""45,216.97"","""",""1.47%"""
"02/07/2023,""45,217.19"",""44,793.85"",""45,390.43"",""44,743.09"","""",""0.95%"""
"02/06/2023,""44,793.85"",""45,471.41"",""45,476.39"",""44,758.07"","""",""-1.33%"""
"02/03/2023,""45,396.33"",""45,643.29"",""45,706.71"",""45,071.66"","""",""-0.54%"""
"02/02/2023,""45,643.29"",""45,216.29"",""45,902.37"",""45,215.17"","""",""0.96%"""
"02/01/2023,""45,209.70"",""45,339.18"",""45,711.33"",""45,067.27"","""",""-0.29%"""
"01/31/2023,""45,339.18"",""45,633.72"",""45,772.80"",""45,106.71"","""",""-0.66%"""
"01/30/2023,""45,642.32"",""46,645.41"",""46,645.41"",""45,514.25"","""",""-2.15%"""
"01/27/2023,""46,645.41"",""46,816.07"",""47,139.50"",""46,579.05"","""",""-0.37%"""
"01/26/2023,""46,817.92"",""46,240.45"",""47,168.11"",""46,240.45"","""",""1.23%"""
"01/25/2023,""46,249.05"",""46,900.86"",""46,913.64"",""46,169.78"","""",""-1.39%"""
"01/24/2023,""46,901.76"",""46,828.89"",""46,983.07"",""46,673.36"","""",""0.27%"""
"01/23/2023,""46,777.30"",""46,440.14"",""46,777.30"",""46,293.13"","""",""0.73%"""
"01/20/2023,""46,440.14"",""46,693.18"",""46,794.98"",""46,275.12"","""",""-0.54%"""
"01/19/2023,""46,691.80"",""46,853.77"",""46,853.77"",""46,262.62"","""",""-0.35%"""
"01/18/2023,""46,855.58"",""46,406.01"",""46,882.16"",""46,406.01"","""",""1.17%"""
"01/17/2023,""46,313.70"",""46,621.13"",""46,765.41"",""46,269.92"","""",""-0.66%"""
"01/16/2023,""46,621.13"",""46,098.77"",""46,621.13"",""45,948.79"","""",""1.14%"""
"01/13/2023,""46,097.83"",""46,151.47"",""46,567.46"",""45,672.12"","""",""-0.12%"""
"01/12/2023,""46,151.47"",""46,276.99"",""46,453.41"",""45,838.36"","""",""-0.27%"""
"01/11/2023,""46,277.27"",""46,042.13"",""46,392.64"",""46,011.27"","""",""0.51%"""
"01/10/2023,""46,042.13"",""45,858.29"",""46,044.56"",""45,501.53"","""",""0.46%"""
"01/09/2023,""45,832.49"",""45,419.92"",""45,929.07"",""45,404.34"","""",""0.91%"""
"01/06/2023,""45,419.78"",""45,237.41"",""45,419.78"",""45,003.52"","""",""0.42%"""
"01/05/2023,""45,228.81"",""44,939.82"",""45,474.63"",""44,770.17"","""",""0.65%"""
"01/04/2023,""44,937.01"",""44,610.73"",""45,048.39"",""44,335.00"","""",""0.72%"""
"01/03/2023,""44,614.96"",""43,551.73"",""44,614.96"",""43,321.88"","""",""2.44%"""
"01/02/2023,""43,551.73"",""43,860.50"",""43,985.95"",""43,206.89"","""",""-0.55%"""
"12/30/2022,""43,793.76"",""44,033.27"",""44,146.96"",""43,793.76"","""",""-0.54%"""
"12/29/2022,""44,033.27"",""44,153.18"",""44,157.96"",""43,757.16"","""",""-0.28%"""
"12/28/2022,""44,155.50"",""44,266.91"",""44,290.72"",""43,882.15"","""",""-0.15%"""
"12/27/2022,""44,220.76"",""45,009.94"",""45,173.39"",""43,938.92"","""",""-1.75%"""
"12/23/2022,""45,007.80"",""45,511.68"",""45,512.62"",""44,893.95"","""",""-1.16%"""
"12/22/2022,""45,538.06"",""45,589.57"",""45,660.61"",""45,237.71"","""",""-0.11%"""
"12/21/2022,""45,589.30"",""45,481.08"",""45,686.14"",""45,201.14"","""",""0.24%"""
"12/20/2022,""45,481.08"",""45,267.23"",""45,502.77"",""44,739.10"","""",""0.47%"""
"12/19/2022,""45,270.04"",""44,918.95"",""45,494.53"",""44,800.37"","""",""0.45%"""
"12/16/2022,""45,069.12"",""44,792.95"",""45,107.70"",""44,100.39"","""",""0.58%"""
"12/15/2022,""44,809.64"",""45,110.68"",""45,122.81"",""44,516.04"","""",""-0.61%"""
"12/14/2022,""45,084.89"",""44,928.60"",""45,281.34"",""44,880.33"","""",""0.35%"""
"12/13/2022,""44,928.04"",""43,955.02"",""45,144.55"",""43,955.02"","""",""2.22%"""
"12/12/2022,""43,950.53"",""44,181.29"",""44,398.13"",""43,781.70"","""",""-0.52%"""
"12/09/2022,""44,182.00"",""43,885.75"",""44,634.80"",""43,885.75"","""",""0.77%"""
"12/08/2022,""43,842.37"",""44,595.54"",""44,595.54"",""43,625.85"","""",""-1.73%"""
"12/07/2022,""44,614.88"",""45,333.63"",""45,764.19"",""44,580.68"","""",""-1.59%"""
"12/06/2022,""45,333.63"",""44,599.27"",""45,470.65"",""44,207.42"","""",""1.49%"""
"12/05/2022,""44,666.01"",""45,802.90"",""45,804.22"",""44,580.69"","""",""-2.49%"""
"12/02/2022,""45,804.29"",""46,366.99"",""46,366.99"",""45,538.95"","""",""-1.22%"""
"12/01/2022,""46,368.37"",""45,984.32"",""46,471.08"",""45,798.11"","""",""0.84%"""
"11/30/2022,""45,984.19"",""45,785.25"",""46,082.73"",""45,556.97"","""",""0.44%"""
"11/29/2022,""45,780.62"",""45,580.45"",""46,295.33"",""45,428.52"","""",""0.42%"""
"11/28/2022,""45,588.74"",""45,715.33"",""45,952.22"",""45,484.64"","""",""-0.28%"""
"11/25/2022,""45,715.33"",""45,280.29"",""45,849.74"",""44,946.29"","""",""0.97%"""
"11/24/2022,""45,276.59"",""44,930.66"",""45,368.18"",""44,601.12"","""",""0.77%"""
"11/23/2022,""44,930.52"",""45,418.54"",""45,883.07"",""44,337.84"","""",""-0.89%"""
"11/22/2022,""45,335.11"",""44,601.50"",""45,464.78"",""44,601.50"","""",""1.66%"""
"11/21/2022,""44,592.90"",""44,496.51"",""44,778.83"",""44,034.23"","""",""0.22%"""
"11/18/2022,""44,495.10"",""44,040.89"",""44,512.99"",""43,739.37"","""",""1.04%"""
"11/17/2022,""44,037.15"",""44,277.83"",""44,666.81"",""43,589.84"","""",""-0.54%"""
"11/16/2022,""44,277.83"",""43,982.94"",""44,374.29"",""43,499.97"","""",""-0.07%"""
"11/15/2022,""44,308.29"",""44,191.08"",""44,596.27"",""43,916.77"","""",""0.34%"""
"11/14/2022,""44,157.71"",""43,699.41"",""44,190.67"",""43,690.81"","""",""1.05%"""
"11/11/2022,""43,698.34"",""43,164.34"",""43,715.26"",""43,164.20"","""",""1.24%"""
"11/10/2022,""43,164.34"",""43,828.72"",""43,828.72"",""42,874.38"","""",""-1.84%"""
"11/09/2022,""43,973.77"",""43,857.13"",""44,193.68"",""43,450.87"","""",""0.30%"""
"11/08/2022,""43,840.56"",""43,810.90"",""44,209.44"",""43,021.80"","""",""0.06%"""
"11/07/2022,""43,812.28"",""42,625.98"",""43,860.16"",""42,377.76"","""",""2.77%"""
"11/04/2022,""42,629.68"",""42,061.04"",""42,844.60"",""42,001.37"","""",""2.06%"""
"11/03/2022,""41,768.70"",""41,396.85"",""41,875.37"",""41,041.34"","""",""0.86%"""
"11/02/2022,""41,414.05"",""41,053.71"",""41,580.94"",""41,053.71"","""",""0.88%"""
"10/28/2022,""41,053.71"",""40,993.00"",""41,298.67"",""40,568.87"","""",""0.15%"""
"10/27/2022,""40,990.22"",""40,483.49"",""40,993.81"",""40,291.33"","""",""1.08%"""
"10/26/2022,""40,553.56"",""40,602.70"",""40,718.22"",""40,258.74"","""",""-0.09%"""
"10/25/2022,""40,588.89"",""40,143.08"",""40,647.05"",""40,128.57"","""",""1.24%"""
"10/24/2022,""40,091.49"",""40,431.97"",""40,493.63"",""39,685.51"","""",""-0.84%"""
"10/21/2022,""40,431.97"",""40,451.17"",""40,513.21"",""39,871.89"","""",""-0.05%"""
"10/20/2022,""40,451.17"",""40,070.72"",""40,573.68"",""39,713.46"","""",""0.95%"""
"10/19/2022,""40,070.72"",""40,911.16"",""40,923.93"",""39,839.00"","""",""-2.05%"""
"10/18/2022,""40,910.44"",""39,861.18"",""40,916.52"",""39,861.18"","""",""2.65%"""
"10/17/2022,""39,855.56"",""39,603.36"",""40,005.38"",""39,404.14"","""",""0.64%"""
"10/14/2022,""39,603.36"",""38,787.37"",""39,770.12"",""38,787.37"","""",""2.10%"""
"10/13/2022,""38,787.95"",""38,818.02"",""39,131.86"",""38,616.92"","""",""-0.08%"""
"10/12/2022,""38,817.30"",""38,721.46"",""39,045.68"",""38,534.64"","""",""0.25%"""
"10/11/2022,""38,718.68"",""38,966.22"",""39,030.09"",""38,543.17"","""",""-0.95%"""
"10/10/2022,""39,091.49"",""39,539.07"",""39,595.68"",""38,940.14"","""",""-1.13%"""
"10/07/2022,""39,537.63"",""39,256.29"",""39,720.03"",""38,807.19"","""",""0.72%"""
"10/06/2022,""39,256.29"",""39,522.88"",""39,800.17"",""39,073.49"","""",""-0.33%"""
"10/05/2022,""39,385.30"",""39,913.07"",""39,949.50"",""38,962.55"","""",""-1.32%"""
"10/04/2022,""39,911.20"",""38,421.82"",""39,925.63"",""38,421.82"","""",""3.88%"""
"10/03/2022,""38,420.33"",""37,841.06"",""38,420.33"",""37,428.66"","""",""1.54%"""
"09/30/2022,""37,838.30"",""37,199.16"",""38,134.55"",""37,154.01"","""",""2.17%"""
"09/29/2022,""37,035.79"",""37,737.39"",""37,985.03"",""37,011.38"","""",""-1.84%"""
"09/28/2022,""37,731.27"",""38,555.62"",""38,604.09"",""37,510.30"","""",""-2.12%"""
"09/27/2022,""38,549.03"",""38,537.46"",""39,035.76"",""38,537.46"","""",""0.05%"""
"09/26/2022,""38,528.86"",""38,517.26"",""38,849.74"",""37,781.68"","""",""-0.33%"""
"09/23/2022,""38,657.41"",""39,549.29"",""39,711.46"",""38,486.58"","""",""-2.25%"""
"09/22/2022,""39,548.71"",""39,232.78"",""39,838.30"",""38,826.90"","""",""0.78%"""
"09/21/2022,""39,241.07"",""39,691.46"",""39,740.25"",""39,189.23"","""",""-1.13%"""
"09/20/2022,""39,691.46"",""40,258.67"",""40,722.74"",""39,691.46"","""",""-1.42%"""
"09/19/2022,""40,261.73"",""40,151.77"",""40,574.23"",""39,943.18"","""",""0.51%"""
"09/16/2022,""40,057.18"",""40,690.91"",""40,738.82"",""40,048.64"","""",""-1.56%"""
"09/15/2022,""40,690.91"",""41,175.49"",""41,293.36"",""40,639.69"","""",""-1.18%"""
"09/14/2022,""41,178.24"",""41,505.37"",""41,505.37"",""40,939.71"","""",""-0.96%"""
"09/13/2022,""41,575.55"",""41,610.87"",""41,901.34"",""41,279.60"","""",""-0.12%"""
"09/12/2022,""41,624.90"",""40,911.34"",""41,789.17"",""40,911.34"","""",""1.75%"""
"09/09/2022,""40,910.81"",""40,872.85"",""41,352.24"",""40,778.13"","""",""-0.92%"""
"09/07/2022,""41,292.35"",""40,846.96"",""41,399.90"",""40,704.49"","""",""1.08%"""
"09/06/2022,""40,851.24"",""41,124.41"",""41,470.84"",""40,776.25"","""",""-0.68%"""
"09/05/2022,""41,130.96"",""41,944.26"",""41,952.40"",""40,968.02"","""",""-1.93%"""
"09/02/2022,""41,941.27"",""41,537.17"",""42,060.29"",""41,499.60"","""",""1.19%"""
"09/01/2022,""41,447.57"",""41,946.59"",""42,034.79"",""41,271.13"","""",""-1.03%"""
"08/31/2022,""41,877.22"",""42,367.05"",""42,541.04"",""41,877.22"","""",""-1.14%"""
"08/30/2022,""42,362.17"",""42,641.36"",""43,127.81"",""42,226.92"","""",""-0.63%"""
"08/29/2022,""42,631.81"",""43,257.40"",""43,260.39"",""42,396.90"","""",""-1.64%"""
"08/26/2022,""43,343.38"",""43,506.47"",""43,582.61"",""43,211.29"","""",""-0.20%"""
"08/25/2022,""43,428.43"",""43,097.98"",""43,626.83"",""43,096.97"","""",""0.77%"""
"08/24/2022,""43,097.98"",""43,024.38"",""43,263.36"",""42,899.95"","""",""0.22%"""
"08/23/2022,""43,004.14"",""42,710.39"",""43,069.23"",""42,417.53"","""",""0.70%"""
"08/22/2022,""42,705.36"",""42,987.80"",""43,027.26"",""42,689.66"","""",""-0.66%"""
"08/19/2022,""42,990.47"",""43,097.89"",""43,210.04"",""42,790.43"","""",""-0.25%"""
"08/18/2022,""43,099.47"",""42,981.35"",""43,219.89"",""42,790.95"","""",""0.28%"""
"08/17/2022,""42,980.64"",""43,571.44"",""43,792.48"",""42,581.39"","""",""-1.26%"""
"08/16/2022,""43,528.08"",""43,034.16"",""43,562.13"",""42,763.74"","""",""1.15%"""
"08/15/2022,""43,034.16"",""43,729.82"",""43,950.90"",""42,868.17"","""",""-1.44%"""
"08/12/2022,""43,662.95"",""44,129.87"",""44,445.81"",""43,520.69"","""",""-1.10%"""
"08/11/2022,""44,148.98"",""44,130.06"",""44,589.38"",""43,764.87"","""",""0.04%"""
"08/10/2022,""44,130.61"",""42,635.11"",""44,161.02"",""42,614.10"","""",""3.27%"""
"08/09/2022,""42,733.39"",""44,037.82"",""44,189.40"",""42,578.94"","""",""-2.96%"""
"08/08/2022,""44,034.83"",""43,468.28"",""44,253.21"",""43,346.97"","""",""1.30%"""
"08/05/2022,""43,468.28"",""43,297.74"",""43,728.02"",""43,117.18"","""",""0.31%"""
"08/04/2022,""43,332.83"",""42,930.48"",""43,625.74"",""42,866.23"","""",""0.94%"""
"08/03/2022,""42,931.04"",""42,239.98"",""42,938.16"",""42,239.43"","""",""1.77%"""
"08/02/2022,""42,182.66"",""42,288.36"",""42,464.65"",""41,903.74"","""",""-0.20%"""
"08/01/2022,""42,265.24"",""41,805.28"",""42,293.31"",""41,395.72"","""",""1.10%"""
"07/29/2022,""41,805.28"",""41,761.57"",""42,143.52"",""41,667.93"","""",""0.08%"""
"07/28/2022,""41,771.13"",""41,700.94"",""42,215.55"",""41,634.39"","""",""0.28%"""
"07/27/2022,""41,653.18"",""41,174.99"",""41,653.18"",""40,848.05"","""",""1.16%"""
"07/26/2022,""41,174.99"",""41,724.36"",""41,745.28"",""41,024.52"","""",""-1.32%"""
"07/25/2022,""41,725.26"",""42,327.87"",""42,327.87"",""41,423.95"","""",""-1.42%"""
"07/22/2022,""42,327.67"",""41,868.90"",""42,368.15"",""41,657.62"","""",""0.71%"""
"07/21/2022,""42,030.31"",""41,177.53"",""42,036.00"",""41,151.89"","""",""2.17%"""
"07/20/2022,""41,139.32"",""40,747.63"",""41,300.12"",""40,629.36"","""",""0.98%"""
"07/19/2022,""40,740.51"",""40,187.08"",""40,746.74"",""40,088.91"","""",""0.95%"""
"07/18/2022,""40,355.51"",""39,659.81"",""40,388.05"",""39,659.81"","""",""1.76%"""
"07/15/2022,""39,659.23"",""39,259.78"",""39,825.55"",""39,179.68"","""",""1.05%"""
"07/14/2022,""39,246.42"",""38,903.76"",""39,566.71"",""38,869.93"","""",""0.88%"""
"07/13/2022,""38,902.62"",""38,518.57"",""39,145.75"",""38,518.57"","""",""0.99%"""
"07/12/2022,""38,519.66"",""39,151.31"",""39,151.31"",""38,486.04"","""",""-1.61%"""
"07/11/2022,""39,151.31"",""39,841.30"",""39,841.30"",""39,148.62"","""",""-1.75%"""
"07/08/2022,""39,846.64"",""39,787.52"",""40,293.80"",""39,513.90"","""",""0.40%"""
"07/07/2022,""39,689.27"",""39,354.99"",""40,060.23"",""39,144.90"","""",""0.86%"""
"07/06/2022,""39,352.08"",""39,241.32"",""39,736.82"",""38,826.11"","""",""0.24%"""
"07/05/2022,""39,256.26"",""39,705.46"",""40,131.78"",""38,689.24"","""",""-1.14%"""
"07/04/2022,""39,707.19"",""39,331.33"",""39,791.41"",""39,326.50"","""",""0.96%"""
"07/01/2022,""39,331.33"",""39,163.11"",""39,921.30"",""39,108.35"","""",""0.23%"""
"06/30/2022,""39,240.53"",""39,830.15"",""39,830.15"",""39,109.89"","""",""-1.65%"""
"06/29/2022,""39,900.32"",""40,481.38"",""40,481.38"",""39,723.98"","""",""-1.44%"""
"06/28/2022,""40,481.51"",""39,501.86"",""40,523.92"",""39,501.86"","""",""2.48%"""
"06/27/2022,""39,501.86"",""39,464.36"",""40,121.45"",""39,296.52"","""",""0.23%"""
"06/24/2022,""39,412.74"",""39,621.02"",""40,209.44"",""39,412.74"","""",""-0.51%"""
"06/23/2022,""39,614.00"",""40,036.09"",""40,110.80"",""39,582.32"","""",""-1.05%"""
"06/22/2022,""40,035.72"",""40,951.90"",""40,951.90"",""39,948.39"","""",""-2.20%"""
"06/21/2022,""40,936.77"",""39,772.05"",""41,033.07"",""39,760.49"","""",""3.14%"""
"06/20/2022,""39,691.12"",""39,305.73"",""39,737.05"",""39,170.93"","""",""1.00%"""
"06/17/2022,""39,299.75"",""39,224.77"",""39,478.54"",""38,918.53"","""",""0.19%"""
"06/16/2022,""39,224.77"",""39,318.71"",""39,567.38"",""38,845.72"","""",""-0.24%"""
"06/15/2022,""39,318.71"",""38,705.96"",""39,550.84"",""38,536.80"","""",""1.58%"""
"06/14/2022,""38,706.29"",""37,941.20"",""38,842.12"",""37,941.20"","""",""2.01%"""
"06/13/2022,""37,942.09"",""38,745.44"",""38,759.26"",""37,939.10"","""",""-2.59%"""
"06/10/2022,""38,950.67"",""39,663.42"",""39,745.18"",""38,876.54"","""",""-1.80%"""
"06/09/2022,""39,663.15"",""40,350.71"",""40,557.25"",""39,656.05"","""",""-1.70%"""
"06/08/2022,""40,350.43"",""40,498.56"",""40,776.45"",""40,087.58"","""",""0.05%"""
"06/07/2022,""40,330.91"",""41,356.39"",""41,473.69"",""40,328.48"","""",""-2.36%"""
"06/03/2022,""41,304.36"",""40,819.77"",""41,429.09"",""40,785.77"","""",""1.21%"""
"06/02/2022,""40,812.33"",""40,512.77"",""41,472.96"",""40,512.77"","""",""0.74%"""
"06/01/2022,""40,512.77"",""39,413.44"",""40,719.37"",""39,338.51"","""",""2.83%"""
"05/31/2022,""39,397.41"",""38,752.78"",""39,832.68"",""38,752.78"","""",""1.67%"""
"05/30/2022,""38,751.18"",""38,642.97"",""39,151.37"",""38,550.35"","""",""0.28%"""
"05/27/2022,""38,644.57"",""39,231.65"",""40,057.32"",""38,467.97"","""",""-1.50%"""
"05/26/2022,""39,234.20"",""41,509.25"",""41,509.25"",""37,443.39"","""",""-5.50%"""
"05/25/2022,""41,517.26"",""42,957.17"",""43,168.67"",""41,443.59"","""",""-3.40%"""
"05/24/2022,""42,978.09"",""43,302.73"",""43,526.53"",""42,827.33"","""",""-1.10%"""
"05/23/2022,""43,457.58"",""41,994.55"",""43,520.68"",""41,994.55"","""",""4.02%"""
"05/20/2022,""41,779.48"",""41,447.64"",""42,214.68"",""41,447.64"","""",""0.74%"""
"05/19/2022,""41,473.45"",""42,896.59"",""42,897.17"",""41,420.70"","""",""-3.32%"""
"05/18/2022,""42,896.59"",""41,906.58"",""42,896.59"",""41,906.58"","""",""2.36%"""
"05/17/2022,""41,906.58"",""41,351.88"",""42,506.92"",""41,351.88"","""",""1.60%"""
"05/16/2022,""41,248.02"",""41,258.29"",""41,555.42"",""40,931.79"","""",""-0.02%"""
"05/13/2022,""41,255.70"",""40,249.69"",""41,357.05"",""40,189.47"","""",""3.14%"""
"05/12/2022,""40,000.21"",""40,808.91"",""40,836.14"",""40,000.21"","""",""-2.27%"""
"05/11/2022,""40,929.35"",""40,665.20"",""41,786.98"",""40,458.99"","""",""0.65%"""
"05/10/2022,""40,663.48"",""41,691.28"",""41,988.88"",""40,561.19"","""",""-2.16%"""
"05/09/2022,""41,562.10"",""42,108.63"",""42,332.97"",""41,517.92"","""",""-1.30%"""
"05/06/2022,""42,108.63"",""42,542.52"",""42,542.52"",""41,543.95"","""",""-0.96%"""
"05/05/2022,""42,515.32"",""43,537.65"",""43,788.52"",""42,507.45"","""",""-1.52%"""
"05/04/2022,""43,170.67"",""43,584.27"",""44,126.28"",""43,048.23"","""",""-0.97%"""
"05/03/2022,""43,592.87"",""42,714.09"",""43,592.87"",""42,714.09"","""",""2.08%"""
"05/02/2022,""42,703.38"",""43,465.06"",""43,468.19"",""42,571.10"","""",""-1.76%"""
"04/29/2022,""43,469.84"",""43,552.18"",""44,417.52"",""43,307.68"","""",""-0.18%"""
"04/28/2022,""43,549.19"",""42,069.10"",""43,697.49"",""42,063.65"","""",""3.40%"""
"04/27/2022,""42,116.04"",""41,845.78"",""42,228.26"",""41,017.70"","""",""0.64%"""
"04/26/2022,""41,848.66"",""42,277.83"",""42,812.82"",""41,846.54"","""",""-1.02%"""
"04/25/2022,""42,280.37"",""42,899.67"",""42,899.67"",""42,011.30"","""",""-2.08%"""
